1,1,1,0
1,2,2,0
1,3,3,0
1,4,4,0
1,5,5,0
1,6,6,0
1,7,7,0
1,8,8,0
1,9,9,0
1,10,10,0
1,11,11,0
1,12,12,0
1,13,13,0
1,14,14,0
1,15,15,0
1,16,16,0
1,17,1,0
1,18,2,0.71
1,19,3,2.89
1,20,4,5.880961
1,21,5,4.22
1,22,6,3.736024
1,23,7,0
1,24,8,3.01
1,25,9,4.77
1,26,10,4.14
1,27,11,3.95168
1,28,12,3.52
1,29,13,1.713476
1,30,14,3.383357
1,31,15,3.23
1,32,16,0.5104319
1,33,1,0.5059811
1,34,2,0.71
1,35,3,2.703494
1,36,4,5.761883
1,37,5,4.08
1,38,6,3.911668999999999
1,39,7,0
1,40,8,2.52
1,41,9,4.64
1,42,10,3.97
1,43,11,4.174181
1,44,12,3.53
1,1,13,1.881225
1,2,14,3.174808
1,3,15,3.39
1,4,16,0.5104319
1,5,1,0.4857810000000001
1,6,2,0
1,7,3,2.46
1,8,4,6.508098000000001
1,9,5,3.95
1,10,6,3.545115
1,11,7,0
1,12,8,2.39
1,13,9,4.56
1,14,10,4.53
1,15,11,3.796180000000001
1,16,12,3.81
1,17,13,1.728589
1,18,14,3.184535
1,19,15,4
1,20,16,0.5104319
1,21,1,1.67
1,22,2,0.1230766
1,23,3,3.17
1,24,4,6.578818
1,25,5,4
1,26,6,4.275897
1,27,7,0
1,28,8,2.88
1,29,9,4.67
1,30,10,4.64
1,31,11,4.900319
1,32,12,3.51
1,33,13,1.851188
1,34,14,3.175086
1,35,15,3.86
1,36,16,0.5104319
1,37,1,0.4857810000000001
1,38,2,0.09902400000000001
1,39,3,2.08862
1,40,4,5.637615
1,41,5,4
1,42,6,2.951522
1,43,7,0
1,44,8,2.04
1,1,9,2.38
1,2,10,3.43
1,3,11,3.43909
1,4,12,2.98
1,5,13,1.335943
1,6,14,0.8889165999999998
1,7,15,2.55
1,8,16,0.5104319
1,9,1,0.5813986
1,10,2,0
1,11,3,3.064611
1,12,4,5.796064
1,13,5,3.86
1,14,6,3.739469999999999
1,15,7,0
1,16,8,2.29
1,17,9,4.58
1,18,10,3.88
1,19,11,3.654726
1,20,12,3.46
1,21,13,1.788216
1,22,14,3.226353
1,23,15,3.37
1,24,16,0.5104319
1,25,1,0.7052332
1,26,2,0.1416244
1,27,3,2.498536
1,28,4,5.664157
1,29,5,3.58
1,30,6,3.604438
1,31,7,0.09
1,32,8,1.84
1,33,9,4.47
1,34,10,3.43
1,35,11,3.70068
1,36,12,3.22
1,37,13,1.682638
1,38,14,3.552629
1,39,15,2.87
1,40,16,0.5104319
1,41,1,5
1,42,2,0
1,43,3,2.615655
1,44,4,4.583748
1,1,5,3.821345
1,2,6,2.259598
1,3,7,0.0026471
1,4,8,0
1,5,9,5
1,6,10,5
1,7,11,4.856274
1,8,12,4.03
1,9,13,2.160742
1,10,14,3.558443
1,11,15,3.57
1,12,16,0.5104319
1,13,1,1.349068
1,14,2,0
1,15,3,2.547336
1,16,4,6.366074000000001
1,17,5,4.44
1,18,6,3.631753
1,19,7,0
1,20,8,2.79
1,21,9,4.57
1,22,10,3.82
1,23,11,4.550864
1,24,12,3.63
1,25,13,1.818271
1,26,14,3.341995
1,27,15,3.09
1,28,16,0.5104319
1,29,1,0.7282964
1,30,2,0.07081220000000001
1,31,3,2.400937
1,32,4,5.709674
1,33,5,3.87
1,34,6,3.577399000000001
1,35,7,0
1,36,8,2
1,37,9,4.6
1,38,10,3.49
1,39,11,3.592407
1,40,12,3.23
1,41,13,1.714946
1,42,14,3.484263
1,43,15,3.01
1,44,16,0.5104319
1,1,1,0
1,2,2,0
1,3,3,1.991021
1,4,4,5.819293
1,5,5,4.29
1,6,6,3.859745000000001
1,7,7,0
1,8,8,2.79
