dW_MPEC,dW_Theory,RunTime_MPEC,RunTime_Theory
8.86827885772668,8.86748666334485,12.42235938,0.308671439
8.82979097223981,8.82924467089272,2.41372386,0.199651601
8.03174853727235,8.03117760015,2.081571842,0.157978377
5.27695776855173,5.27671282031901,1.140498873,0.134657228
7.63292841912682,7.70111171443799,7.863966056,0.173947043
7.17788492464115,7.19483133332841,3.32885027,0.148165613
8.12532625266935,8.26693651627,4.188783784,0.155884109
5.99370007084736,6.12319284618625,3.379242236,0.162338891
9.24576374925474,9.26111416569768,6.090318762,0.183242981
8.9766504149366,8.97582218143826,3.548083885,0.142871467
8.72882058479307,8.72787439385485,2.952896122,0.157819757
11.0866944310933,11.0988641425551,15.644819834,0.226020072
8.51344496711617,8.51309306461567,15.062053604,0.176158528
5.27561899235853,5.27541844891861,1.072633868,0.122811789
7.76064712552769,7.76013026929094,1.399581016,0.140040074
7.96111759386704,7.96098237036209,2.249909869,0.145378376
6.76432126301632,6.77372405984167,1.877359944,0.131745749
11.7657427237332,11.7863298430474,23.42794149,0.251680158
7.77000654468722,7.76919763055079,3.040276003,0.152827604
8.81434214575534,8.8458012847547,12.206815804,0.166585439
8.46998640186107,8.4696196192743,4.516404659,0.157768879
8.22672862261122,8.22610114147309,4.30958048,0.147458799
5.91505718653937,5.91443118040966,1.526829127,0.143912141
9.4306461445,9.42928794887317,2.511857806,0.147903163
8.91258782345337,9.59436306546915,1.658739914,0.162135771
8.19914770365,8.19864300363802,1.420180009,0.138443994
8.51590217867948,8.8004686414765,4.12922796,0.244121284
6.41079051360354,6.41031507826428,1.400044732,0.125758735
7.84203695183672,7.84053087481105,2.995359715,0.133764255
7.1879518798273,7.18743748958119,1.210233553,0.12476245
6.57888872314223,6.62332438122495,5.926668479,0.165320892
7.54853624174554,7.58459879130473,4.010585419,0.15216839
7.01399960740807,7.23471597138694,23.914618578,0.207682219
6.59619455097664,6.6003091600964,2.935728232,0.157807787
9.68922584888581,9.68879875914337,2.214714654,0.178056057
8.22391913299763,8.22369702022345,16.57863014,0.227074489
6.53075930482401,7.00103354190067,1.599011394,0.19307759
6.46454560614014,6.49877328955213,3.016149192,0.166557983
7.82950751945342,7.83012649578123,33.358075356,0.200622652
8.8437939639241,8.84353349074985,1.725710026,0.153154283
5.61058448712275,5.61000453607921,1.183344829,0.1313734
7.81587483806283,7.88549909581879,7.223089879,0.191136074
10.1174762431998,10.1170122356866,11.028830965,0.183540618
7.10745261161516,7.10724065407324,6.118794008,0.177232795
7.20723007039432,7.3923833728142,4.280247031,0.149525225
5.23017405802935,5.22984404838189,1.027956353,0.13330216
7.37784511518778,7.37658818822167,3.673341647,0.168943182
6.37101684301467,6.3697109051402,3.367323312,0.145482524
9.38369193189872,9.38306014141488,2.359456112,0.148191896
10.6466032653158,10.6455357134398,6.052947417,0.172079281
