dW_MPEC,dW_Theory,RunTime_MPEC,RunTime_Theory
8.60388545593807,8.59329793454646,1.021129027,0.222491856
10.6033640020155,10.6206103633903,1.5740146,0.062307582
9.14389299748937,9.13672494197659,0.321108779,0.051975453
6.97494076481044,6.95900368149815,3.481603511,0.047254235
6.51608147449037,6.50321828414882,0.36789957,0.044257469
9.13074629375488,9.12241760580177,1.460254187,0.036869196
9.26918143690931,9.26609645458618,1.609564477,0.041900944
7.33504573027148,7.32397927772483,1.500587844,0.033905505
9.58915778498841,9.58071980080229,0.465053901,0.033411179
8.54752622270532,8.5279498452115,2.695207237,0.049833886
7.77437142037456,7.75526407539922,0.251242245,0.033321586
7.94671404055773,7.92875713899561,0.48899113,0.036034475
8.85466729741247,8.85196403795492,0.598554789,0.036932529
8.82004733870099,8.81716624262014,2.398523906,0.04454747
7.98882858094638,7.973658462579,0.298718456,0.030188662
8.40368663210784,8.3901568727778,0.87923444,0.038303735
9.70958455648838,9.69342547271257,0.412455482,0.036248027
10.8406104327438,10.9050209836549,2.944901528,0.050175767
10.8406491894289,10.7975711959452,2.167717219,0.06493277
10.6033049757516,10.5925863747592,1.927304522,0.04250182
11.1556297046523,11.168320240539,1.215603553,0.05020348
13.6437702048225,13.6349176514675,0.889099021,0.04049223
6.26158188118022,6.23744763069545,0.186775558,0.030740213
8.51734194723188,8.48643939468801,0.655717907,0.032073968
6.51008740726509,6.61460525997313,0.379509766,0.079886577
8.16834254658902,8.15828792865547,1.054637073,0.031740598
7.5330567154873,7.51982555101425,1.819184997,0.035832712
8.7537952898924,8.74411070035796,1.020055431,0.033370283
8.33577164023709,8.32553439695414,0.402911588,0.032944685
8.46649967892414,8.43388138496983,0.825982132,0.036349565
9.97896801482094,9.96919572141854,0.574194681,0.03275789
8.3885313251876,8.40877527503299,0.595694886,0.032219862
9.48952925496067,9.48757078148532,0.294092738,0.028241133
6.8589908215432,6.83309492995219,0.335924917,0.037351829
7.33234512662342,7.31524636941621,0.439343768,0.031193707
8.82458419414909,8.82321441905294,0.923306863,0.036342278
10.1488008894411,10.2808875093886,3.170783306,0.039908941
7.96141146119398,7.9331246939889,0.431846396,0.031419778
7.91180927787667,8.59365911106396,1.867987279,0.047693753
7.72223392931921,7.71312909822734,0.454329281,0.030471883
9.2470538473129,9.23989999817649,1.547892545,0.036753181
8.84637594743658,8.82164486125383,0.992899075,0.03699235
9.47655168687931,9.46023787129251,0.395165769,0.034041165
10.4571359781385,-99.9999999999998,1.082023056,0.107730357
11.7013541518021,11.6826673300678,0.956179903,0.036961928
11.2816322319095,11.2658294823883,2.376472027,0.037299579
6.1834163228462,6.177560063323,1.585739082,0.035090595
10.3532555763641,10.3708758985585,0.322528898,0.037974993
12.0260676899637,12.0177759630001,1.261456855,0.036863153
11.8461267836758,11.8316665016754,2.97942522,0.043855631
