160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,8,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,3,2,3,3,2,1,3,1,2,1,3,1,3,2,1,2,2,1,19,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,4,2,3,3,5,4,6,4,5,5,6,6,19,0
160222_1450,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectMainStageOK,TimePlotSelectComprehensionPayoffsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,1,0,-,-,-,-,-,3.99408284,-26.51515152,-,-,1,5,6,8,10,17,1,4,993,3,0.62,5,4,3,4,4,3,7,200,995,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,2,1,0,0,0,0,0,0,0,0,0,0,7.48,0,0,1,1,1,0,-,-,-,-,-,12.5,-32.38636364,-,-,2,4,9,11,16,18,1,5,99999,5,0.98,7.48,5,7,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,3,1,0,0,0,0,0,0,0,0,0,0,4.04,0,0,3,3,1,0,-,-,-,-,-,-11.46449704,-32.00757576,-,-,3,7,12,13,14,15,1,3,99999,3,0.66,4.04,3,3,3,3,3,3,99999,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,4,1,0,0,0,0,0,0,0,0,0,0,7.2,0,0,1,1,2,0,-,-,-,-,-,40.31065089,-25.18939394,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,7.2,7,5,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,5,1,0,0,0,0,0,0,0,0,0,0,4.64,0,0,2,2,2,0,-,-,-,-,-,-12.5,-20.07575758,-,-,5,1,6,8,10,17,1,3,993,3,0.66,4.64,3,4,4,4,3,7,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,6,1,0,0,0,0,0,0,0,0,0,0,5.28,0,0,2,2,3,0,-,-,-,-,-,0.517751479,-27.08333333,-,-,6,1,5,8,10,17,1,4,99999,3,0.62,5.28,4,4,3,4,3,7,194,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,2,0,-,-,-,-,-,-14.20118343,-23.67424242,-,-,7,3,12,13,14,15,1,3,99999,3,0.66,4,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,8,1,0,0,0,0,0,0,0,0,0,0,5.36,0,0,2,2,4,0,-,-,-,-,-,-4.142011834,-25,-,-,8,1,5,6,10,17,1,4,982,3,0.62,5.36,4,4,3,4,3,7,200,983,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,9,1,0,0,0,0,0,0,0,0,0,0,7.84,0,0,1,1,3,0,-,-,-,-,-,13.83136095,-32.1969697,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,7.84,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,10,1,0,0,0,0,0,0,0,0,0,0,4.76,0,0,2,2,5,0,-,-,-,-,-,-11.46449704,-28.03030303,-,-,10,1,5,6,8,17,1,3,99999,3,0.66,4.76,3,4,3,4,4,7,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,11,1,0,0,0,0,0,0,0,0,0,0,7.48,0,0,1,1,4,0,-,-,-,-,-,16.12426036,-32.1969697,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,7.48,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,12,1,0,0,0,0,0,0,0,0,0,0,4.12,0,0,3,3,3,0,-,-,-,-,-,-11.76035503,-32.38636364,-,-,12,3,7,13,14,15,1,3,99999,3,0.66,4.12,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,13,1,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3,3,4,0,-,-,-,-,-,-16.93786982,-24.43181818,-,-,13,3,7,12,14,15,1,3,992,3,0.66,3.92,3,3,3,3,3,3,200,994,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,14,1,0,0,0,0,0,0,0,0,0,0,4.48,0,0,3,3,5,0,-,-,-,-,-,-9.541420118,-29.16666667,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,4.48,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,15,1,0,0,0,0,0,0,0,0,0,0,4.56,0,0,3,3,6,0,-,-,-,-,-,-10.13313609,-31.62878788,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,4.56,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,16,1,0,0,0,0,0,0,0,0,0,0,7.6,0,0,1,1,5,0,-,-,-,-,-,14.42307692,-21.78030303,-,-,16,2,4,9,11,18,1,5,99999,5,0.98,7.6,5,5,7,5,5,5,199,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,17,1,0,0,0,0,0,0,0,0,0,0,4.76,0,0,2,2,6,0,-,-,-,-,-,39.12721893,-32.00757576,-,-,17,1,5,6,8,10,1,7,99999,3,0.5,4.76,7,4,3,4,4,3,196,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,8,18,1,0,0,0,0,0,0,0,0,0,0,7.56,0,0,1,1,6,0,-,-,-,-,-,11.61242604,-32.00757576,-,-,18,2,4,9,11,16,1,5,99999,5,0.98,7.56,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,9,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,2,1,2,3,3,3,1,3,2,1,1,2,2,1,2,3,3,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,4,3,4,5,4,5,6,6,5,6,19,2
160222_1450,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectMainStageOK,TimePlotSelectComprehensionPayoffsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,1,1,0,0,0,0,0,0,0,0,0,0,0,5.66,0,2,2,1,0,-,-,-,-,-,-11.31656805,-28.78787879,-,-,1,5,6,8,10,17,1,3,99999,3,0.66,5.66,3,3,3,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,2,1,0,0,0,0,0,0,0,0,0,0,0,8.46,0,1,1,1,0,-,-,-,-,-,8.801775148,-28.59848485,-,-,2,4,9,11,16,18,1,5,99999,5,0.98,8.46,5,7,5,5,5,5,177,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,3,1,0,0,0,0,0,0,0,0,0,0,0,4.7,0,3,3,1,0,-,-,-,-,-,-10.13313609,-32.00757576,-,-,3,7,12,13,14,15,1,3,99999,3,0.66,4.7,3,4,3,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,4,1,0,0,0,0,0,0,0,0,0,0,0,8.1,0,1,1,2,0,-,-,-,-,-,38.31360947,-19.88636364,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,8.1,7,5,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,5,1,0,0,0,0,0,0,0,0,0,0,0,5.3,0,2,2,2,0,-,-,-,-,-,-13.83136095,-19.6969697,-,-,5,1,6,8,10,17,1,3,99999,3,0.66,5.3,3,3,3,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,6,1,0,0,0,0,0,0,0,0,0,0,0,5.94,0,2,2,3,0,-,-,-,-,-,-13.60946746,-26.89393939,-,-,6,1,5,8,10,17,1,3,994,3,0.66,5.94,3,3,3,3,4,3,192,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,7,1,0,0,0,0,0,0,0,0,0,0,0,4.62,0,3,3,2,0,-,-,-,-,-,3.698224852,-31.62878788,-,-,7,3,12,13,14,15,1,4,99999,3,0.62,4.62,4,3,3,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,8,1,0,0,0,0,0,0,0,0,0,0,0,6.02,0,2,2,4,0,-,-,-,-,-,-9.467455621,-32.38636364,-,-,8,1,5,6,10,17,1,3,99999,3,0.66,6.02,3,3,3,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,9,1,0,0,0,0,0,0,0,0,0,0,0,8.82,0,1,1,3,0,-,-,-,-,-,13.16568047,-32.38636364,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,8.82,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,10,1,0,0,0,0,0,0,0,0,0,0,0,5.38,0,2,2,5,0,-,-,-,-,-,2.218934911,-28.40909091,-,-,10,1,5,6,8,17,1,4,99999,3,0.62,5.38,4,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,11,1,0,0,0,0,0,0,0,0,0,0,0,8.46,0,1,1,4,0,-,-,-,-,-,9.171597633,-26.89393939,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,8.46,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,12,1,0,0,0,0,0,0,0,0,0,0,0,4.78,0,3,3,3,0,-,-,-,-,-,-12.94378698,-32.1969697,-,-,12,3,7,13,14,15,1,3,99999,3,0.66,4.78,3,3,4,4,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,13,1,0,0,0,0,0,0,0,0,0,0,0,4.54,0,3,3,4,0,-,-,-,-,-,0.887573964,-32.38636364,-,-,13,3,7,12,14,15,1,4,993,3,0.62,4.54,4,3,4,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,14,1,0,0,0,0,0,0,0,0,0,0,0,5.14,0,3,3,5,0,-,-,-,-,-,-9.24556213,-29.73484848,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,5.14,3,3,4,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,15,1,0,0,0,0,0,0,0,0,0,0,0,5.22,0,3,3,6,0,-,-,-,-,-,-12.86982249,-21.21212121,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,5.22,3,3,4,3,4,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,16,1,0,0,0,0,0,0,0,0,0,0,0,8.58,0,1,1,5,0,-,-,-,-,-,11.02071006,-25.75757576,-,-,16,2,4,9,11,18,1,5,99999,5,0.98,8.58,5,5,7,5,5,5,195,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,17,1,0,0,0,0,0,0,0,0,0,0,0,5.42,0,2,2,6,0,-,-,-,-,-,-12.13017751,-32.38636364,-,-,17,1,5,6,8,10,1,3,99999,3,0.66,5.42,3,3,3,3,3,4,197,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,9,18,1,0,0,0,0,0,0,0,0,0,0,0,8.54,0,1,1,6,0,-,-,-,-,-,11.46449704,-32.1969697,-,-,18,2,4,9,11,16,1,5,99999,5,0.98,8.54,5,5,7,5,5,5,195,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
160222_1450,1,globals,10,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,2,3,1,2,3,1,3,2,1,2,1,3,3,2,3,2,1,19,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,4,5,5,6,6,6,19,0
160222_1450,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectMainStageOK,TimePlotSelectComprehensionPayoffsOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,1,1,14.32,14.32,1,0,0,0,0,0,0,0,0,0,6.32,2,2,1,0,-,-,-,-,-,-12.86982249,-19.6969697,-,-,1,5,6,8,10,17,1,3,994,3,0.66,6.32,3,3,3,3,3,3,200,995,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,2,1,17.44,17.44,1,0,0,0,0,0,0,0,0,0,9.44,1,1,1,0,-,-,-,-,-,14.49704142,-19.6969697,-,-,2,4,9,11,16,18,1,5,99999,5,0.98,9.44,5,7,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,3,1,13.32,13.32,1,0,0,0,0,0,0,0,0,0,5.32,3,3,1,0,-,-,-,-,-,0.887573964,-32.38636364,-,-,3,7,12,13,14,15,1,4,99999,3,0.62,5.32,4,6,3,7,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,4,1,17,17,1,0,0,0,0,0,0,0,0,0,9,1,1,2,0,-,-,-,-,-,34.83727811,-25.75757576,-,-,4,2,9,11,16,18,1,7,99999,5,0.9,9,7,5,5,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,5,1,13.96,13.96,1,0,0,0,0,0,0,0,0,0,5.96,2,2,2,0,-,-,-,-,-,-9.023668639,-28.21969697,-,-,5,1,6,8,10,17,1,3,99999,3,0.66,5.96,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,6,1,14.6,14.6,1,0,0,0,0,0,0,0,0,0,6.6,2,2,3,0,-,-,-,-,-,-16.12426036,-31.81818182,-,-,6,1,5,8,10,17,1,3,99999,3,0.66,6.6,3,3,3,3,3,3,198,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,7,1,13.16,13.16,1,0,0,0,0,0,0,0,0,0,5.16,3,3,2,0,-,-,-,-,-,26.33136095,-31.62878788,-,-,7,3,12,13,14,15,1,6,994,3,0.54,5.16,6,4,3,7,3,3,200,995,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,8,1,14.68,14.68,1,0,0,0,0,0,0,0,0,0,6.68,2,2,4,0,-,-,-,-,-,-14.9408284,-32.38636364,-,-,8,1,5,6,10,17,1,3,99999,3,0.66,6.68,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,9,1,17.8,17.8,1,0,0,0,0,0,0,0,0,0,9.8,1,1,3,0,-,-,-,-,-,12.13017751,-32.00757576,-,-,9,2,4,11,16,18,1,5,99999,5,0.98,9.8,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,10,1,14.04,14.04,1,0,0,0,0,0,0,0,0,0,6.04,2,2,5,0,-,-,-,-,-,-11.53846154,-23.29545455,-,-,10,1,5,6,8,17,1,3,99999,3,0.66,6.04,3,3,3,3,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,11,1,17.44,17.44,1,0,0,0,0,0,0,0,0,0,9.44,1,1,4,0,-,-,-,-,-,10.87278107,-27.46212121,-,-,11,2,4,9,16,18,1,5,99999,5,0.98,9.44,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,12,1,13.44,13.44,1,0,0,0,0,0,0,0,0,0,5.44,3,3,3,0,-,-,-,-,-,-14.57100592,-32.00757576,-,-,12,3,7,13,14,15,1,3,99999,3,0.66,5.44,3,4,6,7,3,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,13,1,13.04,13.04,1,0,0,0,0,0,0,0,0,0,5.04,3,3,4,0,-,-,-,-,-,35.79881657,-32.38636364,-,-,13,3,7,12,14,15,1,7,992,3,0.5,5.04,7,4,6,3,3,3,200,994,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,14,1,13.8,13.8,1,0,0,0,0,0,0,0,0,0,5.8,3,3,5,0,-,-,-,-,-,-11.02071006,-31.81818182,-,-,14,3,7,12,13,15,1,3,99999,3,0.66,5.8,3,4,6,3,7,3,194,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,15,1,13.88,13.88,1,0,0,0,0,0,0,0,0,0,5.88,3,3,6,0,-,-,-,-,-,-9.023668639,-27.08333333,-,-,15,3,7,12,13,14,1,3,99999,3,0.66,5.88,3,4,6,3,7,3,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,16,1,17.56,17.56,1,0,0,0,0,0,0,0,0,0,9.56,1,1,5,0,-,-,-,-,-,17.01183432,-24.81060606,-,-,16,2,4,9,11,18,1,5,99999,5,0.98,9.56,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,17,1,14.08,14.08,1,0,0,0,0,0,0,0,0,0,6.08,2,2,6,0,-,-,-,-,-,-16.56804734,-32.1969697,-,-,17,1,5,6,8,10,1,3,992,3,0.66,6.08,3,3,3,3,3,3,194,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,subjects,10,18,1,17.52,17.52,1,0,0,0,0,0,0,0,0,0,9.52,1,1,6,0,-,-,-,-,-,12.20414201,-31.43939394,-,-,18,2,4,9,11,16,1,5,99999,5,0.98,9.52,5,5,7,5,5,5,200,99999,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,summary,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,Subject,FinalProfit,ShowUpFee,ShowUpFeeInvested,MoneyAdded,MoneyToPay,MoneyEarned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,1,14.32,0,0,0,14.32,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,2,17.44,0,0,0,17.44,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,3,13.32,0,0,0,13.32,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,4,17,0,0,0,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160222_1450,1,session,5,13.96,0,0,0,13.96,13.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
