180402_1606,1,globals,6,10,0,12,6,2,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,3,1,1,2,2,2,2,1,2,2,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,3,5,6,4,5,6,13,0
180402_1606,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,1,1,0,0,0,0,0,0,0,0,4.04,0,0,0,0,2,2,1,0,-,-,-,-,-,4.068047337,-19.88636364,-,-,1,3,4,7,9,10,1,4,1000,4,0.82,4.04,4,5,4,7,4,6,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,2,1,0,0,0,0,0,0,0,0,4.92,0,0,0,0,1,1,1,0,-,-,-,-,-,11.90828402,-20.07575758,-,-,2,5,6,8,11,12,1,5,999,5,0.98,4.92,5,6,6,7,6,7,198,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,3,1,0,0,0,0,0,0,0,0,3.96,0,0,0,0,2,2,2,0,-,-,-,-,-,15.90236686,-32.38636364,-,-,3,1,4,7,9,10,1,5,1000,4,0.78,3.96,5,4,4,7,4,6,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,4,1,0,0,0,0,0,0,0,0,4.12,0,0,0,0,2,2,3,0,-,-,-,-,-,0.73964497,-32.38636364,-,-,4,1,3,7,9,10,1,4,999,4,0.82,4.12,4,4,5,7,4,6,193,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,5,1,0,0,0,0,0,0,0,0,4.68,0,0,0,0,1,1,2,0,-,-,-,-,-,22.04142012,-25.75757576,-,-,5,2,6,8,11,12,1,6,999,5,0.94,4.68,6,5,6,7,6,7,192,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,6,1,0,0,0,0,0,0,0,0,4.52,0,0,0,0,1,1,3,0,-,-,-,-,-,28.47633136,-32.1969697,-,-,6,2,5,8,11,12,1,6,990,5,0.94,4.52,6,5,6,7,6,7,192,-,992,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,7,1,0,0,0,0,0,0,0,0,3.64,0,0,0,0,2,2,4,0,-,-,-,-,-,37.05621302,-32.1969697,-,-,7,1,3,4,9,10,1,7,999,4,0.7,3.64,7,4,5,4,4,6,198,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,8,1,0,0,0,0,0,0,0,0,4.76,0,0,0,0,1,1,4,0,-,-,-,-,-,38.01775148,-32.00757576,-,-,8,2,5,6,11,12,1,7,999,5,0.9,4.76,7,5,6,6,6,7,191,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,9,1,0,0,0,0,0,0,0,0,3.92,0,0,0,0,2,2,5,0,-,-,-,-,-,4.068047337,-26.70454545,-,-,9,1,3,4,7,10,1,4,996,4,0.82,3.92,4,4,5,4,7,6,197,-,998,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,10,1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,2,2,6,0,-,-,-,-,-,21.81952663,-27.65151515,-,-,10,1,3,4,7,9,1,6,999,4,0.74,3.6,6,4,5,4,7,4,195,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,11,1,0,0,0,0,0,0,0,0,4.88,0,0,0,0,1,1,5,0,-,-,-,-,-,30.0295858,-30.68181818,-,-,11,2,5,6,8,12,1,6,988,5,0.94,4.88,6,5,6,6,7,7,191,-,989,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,6,12,1,0,0,0,0,0,0,0,0,4.72,0,0,0,0,1,1,6,0,-,-,-,-,-,37.27810651,-32.00757576,-,-,12,2,5,6,8,11,1,7,999,5,0.9,4.72,7,5,6,6,7,6,199,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],i,g
180402_1606,1,globals,7,10,0,12,6,2,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,3,2,2,2,1,1,1,2,2,2,1,1,1,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,4,5,6,4,5,6,13,0
180402_1606,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,1,1,0,0,0,0,0,0,0,0,0,4.86,0,0,0,2,2,1,0,-,-,-,-,-,0.221893491,-31.43939394,-,-,1,3,4,7,9,10,1,4,1000,4,0.82,4.86,4,4,5,7,4,6,196,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,2,1,0,0,0,0,0,0,0,0,0,5.86,0,0,0,1,1,1,0,-,-,-,-,-,26.70118343,-32.00757576,-,-,2,5,6,8,11,12,1,6,998,5,0.94,5.86,6,7,6,5,6,6,199,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,3,1,0,0,0,0,0,0,0,0,0,4.78,0,0,0,2,2,2,0,-,-,-,-,-,3.99408284,-28.78787879,-,-,3,1,4,7,9,10,1,4,999,4,0.82,4.78,4,4,5,7,4,6,199,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,4,1,0,0,0,0,0,0,0,0,0,4.9,0,0,0,2,2,3,0,-,-,-,-,-,11.24260355,-19.88636364,-,-,4,1,3,7,9,10,1,5,999,4,0.78,4.9,5,4,4,7,4,6,193,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,5,1,0,0,0,0,0,0,0,0,0,5.58,0,0,0,1,1,2,0,-,-,-,-,-,38.46153846,-32.1969697,-,-,5,2,6,8,11,12,1,7,997,5,0.9,5.58,7,6,6,5,6,6,196,-,999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,6,1,0,0,0,0,0,0,0,0,0,5.46,0,0,0,1,1,3,0,-,-,-,-,-,29.9556213,-24.43181818,-,-,6,2,5,8,11,12,1,6,992,5,0.94,5.46,6,6,7,5,6,6,196,-,994,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,7,1,0,0,0,0,0,0,0,0,0,4.34,0,0,0,2,2,4,0,-,-,-,-,-,34.83727811,-29.35606061,-,-,7,1,3,4,9,10,1,7,999,4,0.7,4.34,7,4,4,5,4,6,199,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,8,1,0,0,0,0,0,0,0,0,0,5.74,0,0,0,1,1,4,0,-,-,-,-,-,11.98224852,-32.38636364,-,-,8,2,5,6,11,12,1,5,999,5,0.98,5.74,5,6,7,6,6,6,194,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,9,1,0,0,0,0,0,0,0,0,0,4.74,0,0,0,2,2,5,0,-,-,-,-,-,2.958579882,-32.38636364,-,-,9,1,3,4,7,10,1,4,999,4,0.82,4.74,4,4,4,5,7,6,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,10,1,0,0,0,0,0,0,0,0,0,4.34,0,0,0,2,2,6,0,-,-,-,-,-,22.33727811,-32.1969697,-,-,10,1,3,4,7,9,1,6,999,4,0.74,4.34,6,4,4,5,7,4,198,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,11,1,0,0,0,0,0,0,0,0,0,5.82,0,0,0,1,1,5,0,-,-,-,-,-,21.81952663,-27.46212121,-,-,11,2,5,6,8,12,1,6,998,5,0.94,5.82,6,6,7,6,5,6,193,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,7,12,1,0,0,0,0,0,0,0,0,0,5.66,0,0,0,1,1,6,0,-,-,-,-,-,28.62426036,-32.00757576,-,-,12,2,5,6,8,11,1,6,999,5,0.94,5.66,6,6,7,6,5,6,199,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],i,g
180402_1606,1,globals,8,10,0,12,6,2,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,3,2,2,1,1,1,2,1,2,2,1,2,1,13,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,4,4,5,5,6,6,13,0
180402_1606,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,1,1,0,0,0,0,0,0,0,0,0,0,5.48,0,0,2,2,1,0,-,-,-,-,-,1.109467456,-32.1969697,-,-,1,3,4,7,9,10,1,4,1000,3,0.62,5.48,4,6,3,7,4,4,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,2,1,0,0,0,0,0,0,0,0,0,0,6.84,0,0,1,1,1,0,-,-,-,-,-,11.46449704,-31.25,-,-,2,5,6,8,11,12,1,5,999,5,0.98,6.84,5,5,6,7,6,6,197,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,3,1,0,0,0,0,0,0,0,0,0,0,5.32,0,0,2,2,2,0,-,-,-,-,-,21.89349112,-25.75757576,-,-,3,1,4,7,9,10,1,6,999,3,0.54,5.32,6,4,3,7,4,4,196,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,4,1,0,0,0,0,0,0,0,0,0,0,5.56,0,0,2,2,3,0,-,-,-,-,-,-16.71597633,-22.91666667,-,-,4,1,3,7,9,10,1,3,999,3,0.66,5.56,3,4,6,7,4,4,198,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,5,1,0,0,0,0,0,0,0,0,0,0,6.56,0,0,1,1,2,0,-,-,-,-,-,16.05029586,-19.6969697,-,-,5,2,6,8,11,12,1,5,999,5,0.98,6.56,5,5,6,7,6,6,199,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,6,1,0,0,0,0,0,0,0,0,0,0,6.4,0,0,1,1,3,0,-,-,-,-,-,24.26035503,-32.1969697,-,-,6,2,5,8,11,12,1,6,995,5,0.94,6.4,6,5,5,7,6,6,199,-,998,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,7,1,0,0,0,0,0,0,0,0,0,0,4.84,0,0,2,2,4,0,-,-,-,-,-,35.65088757,-32.38636364,-,-,7,1,3,4,9,10,1,7,999,3,0.5,4.84,7,4,6,3,4,4,196,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,8,1,0,0,0,0,0,0,0,0,0,0,6.64,0,0,1,1,4,0,-,-,-,-,-,34.9852071,-30.49242424,-,-,8,2,5,6,11,12,1,7,999,5,0.9,6.64,7,5,5,6,6,6,197,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,9,1,0,0,0,0,0,0,0,0,0,0,5.36,0,0,2,2,5,0,-,-,-,-,-,3.698224852,-27.27272727,-,-,9,1,3,4,7,10,1,4,996,3,0.62,5.36,4,4,6,3,7,4,200,-,997,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,10,1,0,0,0,0,0,0,0,0,0,0,4.96,0,0,2,2,6,0,-,-,-,-,-,3.624260355,-25,-,-,10,1,3,4,7,9,1,4,998,3,0.62,4.96,4,4,6,3,7,4,195,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,11,1,0,0,0,0,0,0,0,0,0,0,6.76,0,0,1,1,5,0,-,-,-,-,-,22.18934911,-31.62878788,-,-,11,2,5,6,8,12,1,6,997,5,0.94,6.76,6,5,5,6,7,6,193,-,998,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,8,12,1,0,0,0,0,0,0,0,0,0,0,6.6,0,0,1,1,6,0,-,-,-,-,-,29.14201183,-32.38636364,-,-,12,2,5,6,8,11,1,6,999,5,0.94,6.6,6,5,5,6,7,6,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],i,g
180402_1606,1,globals,9,10,0,12,6,2,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,3,1,1,1,2,2,2,1,1,1,2,2,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,4,5,6,4,5,6,13,1
180402_1606,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,1,1,0,0,0,0,0,0,0,0,0,0,0,6.3,0,2,2,1,0,-,-,-,-,-,3.550295858,-32.38636364,-,-,1,3,4,7,9,10,1,4,1000,4,0.82,6.3,4,7,4,6,4,6,193,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,2,1,0,0,0,0,0,0,0,0,0,0,0,7.02,0,1,1,1,0,-,-,-,-,-,8.949704142,-26.70454545,-,-,2,5,6,8,11,12,1,5,1000,1,0.18,7.02,5,5,1,5,6,6,196,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,3,1,0,0,0,0,0,0,0,0,0,0,0,6.02,0,2,2,2,0,-,-,-,-,-,42.08579882,-32.38636364,-,-,3,1,4,7,9,10,1,7,999,4,0.7,6.02,7,4,4,6,4,6,195,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,4,1,0,0,0,0,0,0,0,0,0,0,0,6.38,0,2,2,3,0,-,-,-,-,-,3.846153846,-32.38636364,-,-,4,1,3,7,9,10,1,4,999,4,0.82,6.38,4,4,7,6,4,6,196,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,5,1,0,0,0,0,0,0,0,0,0,0,0,6.74,0,1,1,2,0,-,-,-,-,-,8.875739645,-26.32575758,-,-,5,2,6,8,11,12,1,5,999,1,0.18,6.74,5,5,1,5,6,6,195,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,6,1,0,0,0,0,0,0,0,0,0,0,0,6.74,0,1,1,3,0,-,-,-,-,-,-34.9852071,-26.32575758,-,-,6,2,5,8,11,12,1,1,995,1,0.34,6.74,1,5,5,5,6,6,197,-,997,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,7,1,0,0,0,0,0,0,0,0,0,0,0,5.58,0,2,2,4,0,-,-,-,-,-,27.5147929,-25.37878788,-,-,7,1,3,4,9,10,1,6,999,4,0.74,5.58,6,4,7,4,4,6,196,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,8,1,0,0,0,0,0,0,0,0,0,0,0,6.82,0,1,1,4,0,-,-,-,-,-,12.35207101,-20.64393939,-,-,8,2,5,6,11,12,1,5,999,1,0.18,6.82,5,5,5,1,6,6,196,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,9,1,0,0,0,0,0,0,0,0,0,0,0,6.18,0,2,2,5,0,-,-,-,-,-,3.846153846,-28.21969697,-,-,9,1,3,4,7,10,1,4,1000,4,0.82,6.18,4,4,7,4,6,6,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,10,1,0,0,0,0,0,0,0,0,0,0,0,5.7,0,2,2,6,0,-,-,-,-,-,21.81952663,-26.70454545,-,-,10,1,3,4,7,9,1,6,998,4,0.74,5.7,6,4,7,4,6,4,194,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,11,1,0,0,0,0,0,0,0,0,0,0,0,6.9,0,1,1,5,0,-,-,-,-,-,29.73372781,-30.11363636,-,-,11,2,5,6,8,12,1,6,996,1,0.14,6.9,6,5,5,1,5,6,173,-,999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,9,12,1,0,0,0,0,0,0,0,0,0,0,0,6.74,0,1,1,6,0,-,-,-,-,-,21.96745562,-24.43181818,-,-,12,2,5,6,8,11,1,6,998,1,0.14,6.74,6,5,5,1,5,6,194,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],i,g
180402_1606,1,globals,10,10,0,12,6,2,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,3,1,1,2,2,1,2,2,2,2,1,1,1,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,4,5,6,4,5,6,13,0
180402_1606,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,1,1,14.52,14.52,1,0,0,0,0,0,0,0,0,0,6.52,2,2,1,0,-,-,-,-,-,-2.810650888,-32.1969697,-,-,1,3,4,7,9,10,1,4,1000,1,0.22,6.52,4,6,1,7,4,7,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,2,1,16,16,1,0,0,0,0,0,0,0,0,0,8,1,1,1,0,-,-,-,-,-,10.50295858,-25.56818182,-,-,2,5,6,8,11,12,1,5,998,5,0.98,8,5,6,6,7,5,5,200,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,3,1,14.16,14.16,1,0,0,0,0,0,0,0,0,0,6.16,2,2,2,0,-,-,-,-,-,27.5147929,-19.88636364,-,-,3,1,4,7,9,10,1,6,999,1,0.14,6.16,6,4,1,7,4,7,200,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,4,1,14.72,14.72,1,0,0,0,0,0,0,0,0,0,6.72,2,2,3,0,-,-,-,-,-,-43.19526627,-23.48484848,-,-,4,1,3,7,9,10,1,1,999,1,0.34,6.72,1,4,6,7,4,7,199,-,999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,5,1,15.68,15.68,1,0,0,0,0,0,0,0,0,0,7.68,1,1,2,0,-,-,-,-,-,30.0295858,-29.73484848,-,-,5,2,6,8,11,12,1,6,997,5,0.94,7.68,6,5,6,7,5,5,200,-,998,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,6,1,15.68,15.68,1,0,0,0,0,0,0,0,0,0,7.68,1,1,3,0,-,-,-,-,-,27.95857988,-32.00757576,-,-,6,2,5,8,11,12,1,6,998,5,0.94,7.68,6,5,6,7,5,5,199,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,7,1,13.68,13.68,1,0,0,0,0,0,0,0,0,0,5.68,2,2,4,0,-,-,-,-,-,38.01775148,-32.38636364,-,-,7,1,3,4,9,10,1,7,998,1,0.1,5.68,7,4,6,1,4,7,199,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,8,1,15.72,15.72,1,0,0,0,0,0,0,0,0,0,7.72,1,1,4,0,-,-,-,-,-,37.64792899,-32.1969697,-,-,8,2,5,6,11,12,1,7,1000,5,0.9,7.72,7,5,6,6,5,5,199,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,9,1,14.4,14.4,1,0,0,0,0,0,0,0,0,0,6.4,2,2,5,0,-,-,-,-,-,4.142011834,-28.40909091,-,-,9,1,3,4,7,10,1,4,999,1,0.22,6.4,4,4,6,1,7,7,200,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,10,1,13.8,13.8,1,0,0,0,0,0,0,0,0,0,5.8,2,2,6,0,-,-,-,-,-,34.9112426,-24.62121212,-,-,10,1,3,4,7,9,1,7,997,1,0.1,5.8,7,4,6,1,7,4,200,-,1000,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,11,1,15.88,15.88,1,0,0,0,0,0,0,0,0,0,7.88,1,1,5,0,-,-,-,-,-,8.801775148,-23.10606061,-,-,11,2,5,6,8,12,1,5,998,5,0.98,7.88,5,5,6,6,7,5,199,-,99999,,,,,,,,,,,,,,,,,
180402_1606,1,subjects,10,12,1,15.72,15.72,1,0,0,0,0,0,0,0,0,0,7.72,1,1,6,0,-,-,-,-,-,17.01183432,-28.21969697,-,-,12,2,5,6,8,11,1,5,997,5,0.98,7.72,5,5,6,6,7,5,200,-,998,,,,,,,,,,,,,,,,,
180402_1606,1,summary,Period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,summary,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,Subject,FinalProfit,ShowUpFee,ShowUpFeeInvested,MoneyAdded,MoneyToPay,MoneyEarned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,1,14.52,0,0,0,14.52,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,2,16,0,0,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,3,14.16,0,0,0,14.16,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,4,14.72,0,0,0,14.72,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,5,15.68,0,0,0,15.68,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180402_1606,1,session,6,15.68,0,0,0,15.68,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
