151214_1046,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
151214_1046,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
151214_1046,1,globals,4,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,3,1,3,1,3,2,1,3,3,2,2,2,1,1,2,2,3,19,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,4,4,5,2,3,4,5,6,5,6,6,19,2
151214_1046,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,1,1,0,0,0,0,0,0,3.84,0,0,0,0,0,0,1,1,1,0,-,-,-,-,-,12.86982249,-20.07575758,-,-,1,4,5,11,16,18,1,5,998,5,0.98,3.84,5,5,7,7,6,7,198,-,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,2,1,0,0,0,0,0,0,0.88,0,0,0,0,0,0,3,3,1,0,-,-,-,-,-,43.12130178,-29.73484848,-,-,2,6,7,9,10,14,1,7,994,1,0.1,0.88,7,3,1,2,7,7,198,-,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,3,1,0,0,0,0,0,0,3.84,0,0,0,0,0,0,2,2,1,0,-,-,-,-,-,17.01183432,-25.75757576,-,-,3,8,12,13,15,17,1,5,987,5,0.98,3.84,5,7,7,7,6,7,193,-,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,4,1,0,0,0,0,0,0,3.76,0,0,0,0,0,0,1,1,2,0,-,-,-,-,-,11.46449704,-23.29545455,-,-,4,1,5,11,16,18,1,5,998,5,0.98,3.76,5,5,7,7,6,7,198,-,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,5,1,0,0,0,0,0,0,3.64,0,0,0,0,0,0,1,1,3,0,-,-,-,-,-,38.31360947,-32.38636364,-,-,5,1,4,11,16,18,1,7,999,5,0.9,3.64,7,5,5,7,6,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,6,1,0,0,0,0,0,0,1.16,0,0,0,0,0,0,3,3,2,0,-,-,-,-,-,-9.097633136,-25.9469697,-,-,6,2,7,9,10,14,1,3,997,1,0.26,1.16,3,7,1,2,7,7,189,-,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,7,1,0,0,0,0,0,0,1.2,0,0,0,0,0,0,3,3,3,0,-,-,-,-,-,-34.9852071,-21.78030303,-,-,7,2,6,9,10,14,1,1,999,1,0.34,1.2,1,7,3,2,7,7,192,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,8,1,0,0,0,0,0,0,3.6,0,0,0,0,0,0,2,2,2,0,-,-,-,-,-,41.34615385,-32.1969697,-,-,8,3,12,13,15,17,1,7,997,5,0.9,3.6,7,5,7,7,6,7,190,-,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,9,1,0,0,0,0,0,0,1.6,0,0,0,0,0,0,3,3,4,0,-,-,-,-,-,-29.06804734,-20.26515152,-,-,9,2,6,7,10,14,1,2,990,1,0.3,1.6,2,7,3,1,7,7,193,-,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,10,1,0,0,0,0,0,0,1.08,0,0,0,0,0,0,3,3,5,0,-,-,-,-,-,38.68343195,-19.6969697,-,-,10,2,6,7,9,14,1,7,991,1,0.1,1.08,7,7,3,1,2,7,196,-,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,11,1,0,0,0,0,0,0,3.6,0,0,0,0,0,0,1,1,4,0,-,-,-,-,-,34.83727811,-21.78030303,-,-,11,1,4,5,16,18,1,7,999,5,0.9,3.6,7,5,5,7,6,7,198,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,12,1,0,0,0,0,0,0,3.6,0,0,0,0,0,0,2,2,3,0,-,-,-,-,-,40.16272189,-20.83333333,-,-,12,3,8,13,15,17,1,7,999,5,0.9,3.6,7,5,7,7,6,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,13,1,0,0,0,0,0,0,3.72,0,0,0,0,0,0,2,2,4,0,-,-,-,-,-,36.39053254,-32.1969697,-,-,13,3,8,12,15,17,1,7,999,5,0.9,3.72,7,5,7,7,6,7,189,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,14,1,0,0,0,0,0,0,0.8,0,0,0,0,0,0,3,3,6,0,-,-,-,-,-,43.04733728,-25.56818182,-,-,14,2,6,7,9,10,1,7,993,1,0.1,0.8,7,7,3,1,2,7,193,-,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,15,1,0,0,0,0,0,0,3.88,0,0,0,0,0,0,2,2,5,0,-,-,-,-,-,29.65976331,-28.97727273,-,-,15,3,8,12,13,17,1,6,973,5,0.94,3.88,6,5,7,7,7,7,195,-,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,16,1,0,0,0,0,0,0,3.72,0,0,0,0,0,0,1,1,5,0,-,-,-,-,-,22.26331361,-20.83333333,-,-,16,1,4,5,11,18,1,6,999,5,0.94,3.72,6,5,5,7,7,7,198,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,17,1,0,0,0,0,0,0,3.64,0,0,0,0,0,0,2,2,6,0,-,-,-,-,-,37.05621302,-26.51515152,-,-,17,3,8,12,13,15,1,7,999,5,0.9,3.64,7,5,7,7,7,6,197,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,4,18,1,0,0,0,0,0,0,3.68,0,0,0,0,0,0,1,1,6,0,-,-,-,-,-,40.60650888,-19.88636364,-,-,18,1,4,5,11,16,1,7,997,5,0.9,3.68,7,5,5,7,7,6,193,-,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
151214_1046,1,globals,5,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,1,3,1,3,2,3,1,2,2,1,1,2,3,3,3,2,2,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,4,2,3,5,6,4,4,5,6,5,6,19,1
151214_1046,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,1,1,0,0,0,0,0,0,0,4.82,0,0,0,0,0,1,1,1,0,-,-,-,-,-,14.20118343,-28.40909091,-,-,1,4,5,11,16,18,1,5,997,5,0.98,4.82,5,5,5,5,5,7,198,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,2,1,0,0,0,0,0,0,0,1.22,0,0,0,0,0,3,3,1,0,-,-,-,-,-,-35.35502959,-19.6969697,-,-,2,6,7,9,10,14,1,1,997,1,0.34,1.22,1,1,7,2,4,7,198,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,3,1,0,0,0,0,0,0,0,4.58,0,0,0,0,0,2,2,1,0,-,-,-,-,-,21.96745562,-26.70454545,-,-,3,8,12,13,15,17,1,6,981,4,0.74,4.58,6,4,7,6,7,7,195,-,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,4,1,0,0,0,0,0,0,0,4.74,0,0,0,0,0,1,1,2,0,-,-,-,-,-,13.23964497,-32.38636364,-,-,4,1,5,11,16,18,1,5,998,5,0.98,4.74,5,5,5,5,5,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,5,1,0,0,0,0,0,0,0,4.62,0,0,0,0,0,1,1,3,0,-,-,-,-,-,15.0147929,-31.06060606,-,-,5,1,4,11,16,18,1,5,1000,5,0.98,4.62,5,5,5,5,5,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,6,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,3,3,2,0,-,-,-,-,-,-43.19526627,-20.26515152,-,-,6,2,7,9,10,14,1,1,1000,1,0.34,1.5,1,1,7,2,4,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,7,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,3,3,3,0,-,-,-,-,-,35.13313609,-27.84090909,-,-,7,2,6,9,10,14,1,7,995,1,0.1,1.3,7,1,1,2,4,7,192,-,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,8,1,0,0,0,0,0,0,0,4.42,0,0,0,0,0,2,2,2,0,-,-,-,-,-,-3.032544379,-27.27272727,-,-,8,3,12,13,15,17,1,4,961,4,0.82,4.42,4,6,7,6,7,7,192,-,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,9,1,0,0,0,0,0,0,0,1.9,0,0,0,0,0,3,3,4,0,-,-,-,-,-,-30.0295858,-26.70454545,-,-,9,2,6,7,10,14,1,2,989,1,0.3,1.9,2,1,1,7,4,7,191,-,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,10,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,3,3,5,0,-,-,-,-,-,-3.99408284,-29.54545455,-,-,10,2,6,7,9,14,1,4,971,1,0.22,1.3,4,1,1,7,2,7,194,-,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,11,1,0,0,0,0,0,0,0,4.58,0,0,0,0,0,1,1,4,0,-,-,-,-,-,14.64497041,-31.43939394,-,-,11,1,4,5,16,18,1,5,99999,5,0.98,4.58,5,5,5,5,5,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,12,1,0,0,0,0,0,0,0,4.3,0,0,0,0,0,2,2,3,0,-,-,-,-,-,34.9852071,-19.88636364,-,-,12,3,8,13,15,17,1,7,998,4,0.7,4.3,7,6,4,6,7,7,200,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,13,1,0,0,0,0,0,0,0,4.46,0,0,0,0,0,2,2,4,0,-,-,-,-,-,28.32840237,-31.43939394,-,-,13,3,8,12,15,17,1,6,997,4,0.74,4.46,6,6,4,7,7,7,187,-,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,14,1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,3,3,6,0,-,-,-,-,-,35.0591716,-32.00757576,-,-,14,2,6,7,9,10,1,7,969,1,0.1,0.9,7,1,1,7,2,4,197,-,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,15,1,0,0,0,0,0,0,0,4.58,0,0,0,0,0,2,2,5,0,-,-,-,-,-,42.6035503,-23.48484848,-,-,15,3,8,12,13,17,1,7,998,4,0.7,4.58,7,6,4,7,6,7,190,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,16,1,0,0,0,0,0,0,0,4.7,0,0,0,0,0,1,1,5,0,-,-,-,-,-,12.35207101,-20.45454545,-,-,16,1,4,5,11,18,1,5,996,5,0.98,4.7,5,5,5,5,5,7,196,-,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,17,1,0,0,0,0,0,0,0,4.34,0,0,0,0,0,2,2,6,0,-,-,-,-,-,38.16568047,-32.38636364,-,-,17,3,8,12,13,15,1,7,984,4,0.7,4.34,7,6,4,7,6,7,198,-,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,5,18,1,0,0,0,0,0,0,0,4.58,0,0,0,0,0,1,1,6,0,-,-,-,-,-,34.83727811,-24.43181818,-,-,18,1,4,5,11,16,1,7,997,5,0.9,4.58,7,5,5,5,5,5,191,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
151214_1046,1,globals,6,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,1,1,2,3,1,1,3,2,2,2,3,3,3,1,2,3,2,19,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,5,2,2,3,4,3,4,5,6,5,6,6,19,1
151214_1046,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,1,1,0,0,0,0,0,0,0,0,5.8,0,0,0,0,1,1,1,0,-,-,-,-,-,12.5,-32.1969697,-,-,1,4,5,11,16,18,1,5,1000,5,0.98,5.8,5,5,6,5,5,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,2,1,0,0,0,0,0,0,0,0,1.52,0,0,0,0,3,3,1,0,-,-,-,-,-,34.83727811,-30.68181818,-,-,2,6,7,9,10,14,1,7,995,2,0.3,1.52,7,2,6,2,3,2,200,-,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,3,1,0,0,0,0,0,0,0,0,5.28,0,0,0,0,2,2,1,0,-,-,-,-,-,38.68343195,-32.38636364,-,-,3,8,12,13,15,17,1,7,998,4,0.7,5.28,7,4,7,6,5,6,180,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,4,1,0,0,0,0,0,0,0,0,5.72,0,0,0,0,1,1,2,0,-,-,-,-,-,11.61242604,-19.6969697,-,-,4,1,5,11,16,18,1,5,998,5,0.98,5.72,5,5,6,5,5,7,197,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,5,1,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,1,3,0,-,-,-,-,-,22.18934911,-19.6969697,-,-,5,1,4,11,16,18,1,6,99999,5,0.94,5.56,6,5,5,5,5,7,200,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,0,-,-,-,-,-,-26.25739645,-23.10606061,-,-,6,2,7,9,10,14,1,2,989,2,0.5,2,2,7,6,2,3,2,200,-,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,7,1,0,0,0,0,0,0,0,0,1.64,0,0,0,0,3,3,3,0,-,-,-,-,-,29.51183432,-31.43939394,-,-,7,2,6,9,10,14,1,6,996,2,0.34,1.64,6,7,2,2,3,2,186,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,8,1,0,0,0,0,0,0,0,0,5.24,0,0,0,0,2,2,2,0,-,-,-,-,-,1.849112426,-19.6969697,-,-,8,3,12,13,15,17,1,4,988,4,0.82,5.24,4,7,7,6,5,6,193,-,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,9,1,0,0,0,0,0,0,0,0,2.4,0,0,0,0,3,3,4,0,-,-,-,-,-,-24.63017751,-25.56818182,-,-,9,2,6,7,10,14,1,2,997,2,0.5,2.4,2,7,2,6,3,2,184,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,10,1,0,0,0,0,0,0,0,0,1.76,0,0,0,0,3,3,5,0,-,-,-,-,-,-17.15976331,-30.3030303,-,-,10,2,6,7,9,14,1,3,984,2,0.46,1.76,3,7,2,6,2,2,191,-,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,11,1,0,0,0,0,0,0,0,0,5.56,0,0,0,0,1,1,4,0,-,-,-,-,-,14.57100592,-32.00757576,-,-,11,1,4,5,16,18,1,5,99999,5,0.98,5.56,5,5,5,6,5,7,198,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,12,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,3,0,-,-,-,-,-,43.12130178,-20.45454545,-,-,12,3,8,13,15,17,1,7,1000,4,0.7,5,7,7,4,6,5,6,200,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,13,1,0,0,0,0,0,0,0,0,5.2,0,0,0,0,2,2,4,0,-,-,-,-,-,21.81952663,-26.51515152,-,-,13,3,8,12,15,17,1,6,985,4,0.74,5.2,6,7,4,7,5,6,184,-,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,14,1,0,0,0,0,0,0,0,0,1.4,0,0,0,0,3,3,6,0,-,-,-,-,-,-30.1035503,-28.59848485,-,-,14,2,6,7,9,10,1,2,958,2,0.5,1.4,2,7,2,6,2,3,200,-,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,15,1,0,0,0,0,0,0,0,0,5.36,0,0,0,0,2,2,5,0,-,-,-,-,-,15.16272189,-32.00757576,-,-,15,3,8,12,13,17,1,5,985,4,0.78,5.36,5,7,4,7,6,6,196,-,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,16,1,0,0,0,0,0,0,0,0,5.68,0,0,0,0,1,1,5,0,-,-,-,-,-,8.801775148,-29.92424242,-,-,16,1,4,5,11,18,1,5,994,5,0.98,5.68,5,5,5,6,5,7,193,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,17,1,0,0,0,0,0,0,0,0,5.08,0,0,0,0,2,2,6,0,-,-,-,-,-,22.4852071,-29.16666667,-,-,17,3,8,12,13,15,1,6,997,4,0.74,5.08,6,7,4,7,6,5,195,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,6,18,1,0,0,0,0,0,0,0,0,5.48,0,0,0,0,1,1,6,0,-,-,-,-,-,42.4556213,-24.0530303,-,-,18,1,4,5,11,16,1,7,99999,5,0.9,5.48,7,5,5,6,5,5,197,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,globals,Period,NumPeriods,RepeatTreatment,numSubjects,groupSize,numGroups,TRUE,FALSE,Choices,prof,minChoice,fee,rate,a,b,c,choice1,choice2,choice3,choice4,choice5,InfoTime,Time,LastPeriod,groupID,groupIDs[1],groupIDs[2],groupIDs[3],groupIDs[4],groupIDs[5],groupIDs[6],groupIDs[7],groupIDs[8],groupIDs[9],groupIDs[10],groupIDs[11],groupIDs[12],groupIDs[13],groupIDs[14],groupIDs[15],groupIDs[16],groupIDs[17],groupIDs[18],subjectID,pointID,randID,id,au[1],au[2],au[3],au[4],au[5],au[6],au[7],au[8],au[9],au[10],au[11],au[12],au[13],au[14],au[15],au[16],au[17],au[18],Role[1],Role[2],Role[3],Role[4],Role[5],Role[6],Role[7],Role[8],Role[9],Role[10],Role[11],Role[12],Role[13],Role[14],Role[15],Role[16],Role[17],Role[18],i,g
151214_1046,1,globals,7,10,0,18,6,3,1,0,0,0,0,8,1,0.2,0.04,0.18,0,0,0,0,0,200,1000,10,4,1,2,2,3,3,2,3,3,2,1,1,1,1,1,3,2,3,2,19,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,4,4,2,3,4,5,6,5,5,6,6,19,1
151214_1046,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,payoff[1],payoff[2],payoff[3],payoff[4],payoff[5],payoff[6],payoff[7],payoff[8],payoff[9],payoff[10],GroupID,firstGroupID,role,button,Input11,Input12,Input13,Input14,Input15,x,y,TimeContinueComprehensionPayoffsOK,TimeContinueGroupRandomizationMessageOK,r0,r1,r2,r3,r4,r5,ready,Choices,TimeOKMainStageOK,minChoice,prof,payment,choice0,choice1,choice2,choice3,choice4,choice5,TimeContinueInfornationOK,TimePlotSelectComprehensionPayoffsOK,TimePlotSelectMainStageOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,7,1,1,0,0,0,0,0,0,0,0,0,6.78,0,0,0,1,1,1,0,-,-,-,-,-,13.16568047,-26.70454545,-,-,1,4,5,11,16,18,1,5,996,5,0.98,6.78,5,5,5,5,5,7,197,-,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,7,2,1,0,0,0,0,0,0,0,0,0,1.7,0,0,0,3,3,1,0,-,-,-,-,-,8.801775148,-29.92424242,-,-,2,6,7,9,10,14,1,5,995,1,0.18,1.7,5,2,3,1,3,6,199,-,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,7,3,1,0,0,0,0,0,0,0,0,0,6.02,0,0,0,2,2,1,0,-,-,-,-,-,26.55325444,-28.97727273,-,-,3,8,12,13,15,17,1,6,993,4,0.74,6.02,6,7,7,5,4,5,195,-,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,7,4,1,0,0,0,0,0,0,0,0,0,6.7,0,0,0,1,1,2,0,-,-,-,-,-,8.801775148,-30.68181818,-,-,4,1,5,11,16,18,1,5,998,5,0.98,6.7,5,5,5,5,5,7,197,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151214_1046,1,subjects,7,5,1,0,0,0,0,0,0,0,0,0,6.54,0,0,0,1,1,3,0,-,-,-,-,-,14.34911243,-32.00757576,-,-,5,1,4,11,16,18,1,5,99999,5,0.98,6.54,5,5,5,5,5,7,199,-,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
